,person_dim_id,vehicle_count,hhincome_broad,car_share,numadults,numchildren,age_category,gender,employment,education,license,o_tract10
162,1710137503,2 vehicles,"$75,000-$99,999",No,2,2,Under 18 years,Male,Unknown,Unknown,Unknown,53033010300.0
163,1710137504,2 vehicles,"$75,000-$99,999",No,2,2,Under 18 years,Female,Unknown,Unknown,Unknown,53033010100.0
164,1710137901,2 vehicles,"$100,000 or more",No,2,2,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033032321.0
165,1710137903,2 vehicles,"$100,000 or more",No,2,2,Under 18 years,Male,Unknown,Unknown,Unknown,53033032321.0
166,1710137904,2 vehicles,"$100,000 or more",No,2,2,Under 18 years,Male,Unknown,Unknown,Unknown,53033032321.0
167,1710138501,1 vehicle,"$25,000-$49,999",No,1,0,18-64 years,Male,Self-employed,Associates degree,"Yes, has an intermediate or unrestricted license",53033003200.0
168,1710139101,0 (no vehicles),"$25,000-$49,999",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"No, does not have a license or permit",53033004302.0
169,1710143601,1 vehicle,"$25,000-$49,999",No,2,0,65 years+,Male,Retired,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033000700.0
170,1710143602,1 vehicle,"$25,000-$49,999",No,2,0,65 years+,Male,Retired,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033000700.0
171,1710146901,2 vehicles,"$25,000-$49,999",No,2,1,18-64 years,Male,"Employed full time (35+ hours/week, paid)",High school graduate,"Yes, has an intermediate or unrestricted license",53061050700.0
172,1710146903,2 vehicles,"$25,000-$49,999",No,2,1,Under 18 years,Male,Unknown,Unknown,Unknown,53061050700.0
173,1710148901,2 vehicles,"$50,000-$74,999",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53061050102.0
174,1710148902,2 vehicles,"$50,000-$74,999",No,2,0,18-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)",High school graduate,"Yes, has an intermediate or unrestricted license",53061050102.0
175,1710150401,1 vehicle,"$100,000 or more",Yes,2,2,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033001701.0
176,1710150402,1 vehicle,"$100,000 or more",Yes,2,2,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033007300.0
177,1710150403,1 vehicle,"$100,000 or more",Yes,2,2,Under 18 years,Female,Unknown,Unknown,Unknown,53033001701.0
178,1710150404,1 vehicle,"$100,000 or more",Yes,2,2,Under 18 years,Female,Unknown,Unknown,Unknown,53033001701.0
179,1710151701,2 vehicles,"$25,000-$49,999",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Some college,"Yes, has an intermediate or unrestricted license",53053073404.0
180,1710151702,2 vehicles,"$25,000-$49,999",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",High school graduate,"Yes, has an intermediate or unrestricted license",53053073404.0
181,1710154501,1 vehicle,"Under $25,000",No,1,1,18-64 years,Female,Not currently employed,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033032309.0
182,1710154502,1 vehicle,"Under $25,000",No,1,1,Under 18 years,Female,Unknown,Unknown,"Yes, has an intermediate or unrestricted license",53033032309.0
183,1710159201,1 vehicle,"$50,000-$74,999",Yes,2,2,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Some college,"Yes, has an intermediate or unrestricted license",53061053602.0
184,1710159202,1 vehicle,"$50,000-$74,999",Yes,2,2,18-64 years,Male,Not currently employed,Some college,"Yes, has an intermediate or unrestricted license",53061053602.0
185,1710159203,1 vehicle,"$50,000-$74,999",Yes,2,2,Under 18 years,Male,Unknown,Unknown,Unknown,53061053602.0
186,1710159204,1 vehicle,"$50,000-$74,999",Yes,2,2,Under 18 years,Male,Unknown,Unknown,Unknown,53061053602.0
187,1710160601,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033032309.0
188,1710160602,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033032309.0
189,1710161701,1 vehicle,"$100,000 or more",No,1,0,18-64 years,Unknown,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033032309.0
190,1710161901,1 vehicle,"$100,000 or more",Yes,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033023804.0
191,1710162601,1 vehicle,"$50,000-$74,999",No,2,0,18-64 years,Male,Not currently employed,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033005801.0
192,1710162602,1 vehicle,"$50,000-$74,999",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033003100.0
193,1710163501,0 (no vehicles),"Under $25,000",No,1,0,65 years+,Male,"Employed full time (35+ hours/week, paid)",Some college,"No, does not have a license or permit",53033000401.0
194,1710165701,1 vehicle,"$50,000-$74,999",No,1,0,65 years+,Male,Retired,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033008300.0
195,1710166701,4 vehicles,"$100,000 or more",No,4,0,18-64 years,Male,"Employed part time (fewer than 35 hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033006100.0
196,1710166702,4 vehicles,"$100,000 or more",No,4,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033006100.0
197,1710166703,4 vehicles,"$100,000 or more",No,4,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033006100.0
198,1710166704,4 vehicles,"$100,000 or more",No,4,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",High school graduate,"Yes, has an intermediate or unrestricted license",53033006100.0
199,1710168101,1 vehicle,"$100,000 or more",Yes,2,3,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033006600.0
200,1710168102,1 vehicle,"$100,000 or more",Yes,2,3,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033006600.0
201,1710168103,1 vehicle,"$100,000 or more",Yes,2,3,Under 18 years,Female,Unknown,Unknown,Unknown,53033006600.0
202,1710168104,1 vehicle,"$100,000 or more",Yes,2,3,Under 18 years,Male,Unknown,Unknown,Unknown,53033006600.0
203,1710168105,1 vehicle,"$100,000 or more",Yes,2,3,Under 18 years,Male,Unknown,Unknown,Unknown,53033006600.0
204,1710169201,2 vehicles,"$75,000-$99,999",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033000401.0
205,1710169202,2 vehicles,"$75,000-$99,999",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033000401.0
206,1710169701,1 vehicle,"$100,000 or more",No,2,2,18-64 years,Female,Not currently employed,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033004700.0
207,1710169702,1 vehicle,"$100,000 or more",No,2,2,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033004700.0
208,1710169703,1 vehicle,"$100,000 or more",No,2,2,Under 18 years,Male,Unknown,Unknown,Unknown,53033004700.0
209,1710169704,1 vehicle,"$100,000 or more",No,2,2,Under 18 years,Female,Unknown,Unknown,Unknown,53033004700.0
210,1710169801,1 vehicle,"Under $25,000",No,2,0,18-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)",Vocational/technical training,"Yes, has an intermediate or unrestricted license",53033005400.0
211,1710169802,1 vehicle,"Under $25,000",No,2,0,18-64 years,Another,Not currently employed,Bachelor degree,"No, does not have a license or permit",53033005400.0
212,1710170401,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53061050102.0
213,1710170402,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53061050102.0
214,1710172001,1 vehicle,Unknown,No,2,0,18-64 years,Female,Self-employed,Associates degree,"Yes, has an intermediate or unrestricted license",53033025804.0
215,1710172002,1 vehicle,Unknown,No,2,0,65 years+,Male,Retired,Vocational/technical training,"No, does not have a license or permit",53033025804.0
216,1710174501,2 vehicles,"$25,000-$49,999",No,2,1,18-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)",Less than high school,"Yes, has an intermediate or unrestricted license",53033001200.0
217,1710174502,2 vehicles,"$25,000-$49,999",No,2,1,18-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033001200.0
218,1710174503,2 vehicles,"$25,000-$49,999",No,2,1,Under 18 years,Male,Unknown,Unknown,"Yes, has an intermediate or unrestricted license",53033001200.0
219,1710178501,0 (no vehicles),"Under $25,000",No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"No, does not have a license or permit",53033007300.0
220,1710179201,2 vehicles,"$75,000-$99,999",No,2,0,65 years+,Male,Retired,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53061041000.0
221,1710185201,1 vehicle,"$100,000 or more",Yes,2,2,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033005400.0
222,1710185202,1 vehicle,"$100,000 or more",Yes,2,2,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033005100.0
223,1710185301,2 vehicles,"$100,000 or more",No,3,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Associates degree,"Yes, has an intermediate or unrestricted license",53033005200.0
224,1710185501,0 (no vehicles),"$25,000-$49,999",Yes,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033004700.0
225,1710186701,0 (no vehicles),"Under $25,000",No,1,0,18-64 years,Female,Self-employed,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033005200.0
226,1710187301,1 vehicle,Unknown,No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033008300.0
227,1710187302,1 vehicle,Unknown,No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033009900.0
228,1710188201,0 (no vehicles),"Under $25,000",No,1,0,18-64 years,Male,Self-employed,Associates degree,"No, does not have a license or permit",53033008500.0
229,1710188601,1 vehicle,"$100,000 or more",No,1,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033007500.0
230,1710189801,2 vehicles,"$100,000 or more",Yes,3,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033009800.0
231,1710189802,2 vehicles,"$100,000 or more",Yes,3,0,65 years+,Male,"Employed full time (35+ hours/week, paid)",Some college,"Yes, has an intermediate or unrestricted license",53033009800.0
232,1710190901,2 vehicles,"$75,000-$99,999",Yes,2,1,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033001800.0
233,1710190902,2 vehicles,"$75,000-$99,999",Yes,2,1,18-64 years,Male,"Employed part time (fewer than 35 hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033001800.0
234,1710190903,2 vehicles,"$75,000-$99,999",Yes,2,1,Under 18 years,Female,Unknown,Unknown,Unknown,53033001800.0
235,1710192201,1 vehicle,"$25,000-$49,999",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Associates degree,"Yes, has an intermediate or unrestricted license",53033032309.0
236,1710192202,1 vehicle,"$25,000-$49,999",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Some college,"Yes, has an intermediate or unrestricted license",53033032309.0
237,1710192801,2 vehicles,Unknown,No,2,0,18-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)",Some college,"Yes, has an intermediate or unrestricted license",53033008200.0
238,1710192802,2 vehicles,Unknown,No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033008200.0
239,1710194401,0 (no vehicles),"$100,000 or more",Yes,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033001200.0
240,1710194402,0 (no vehicles),"$100,000 or more",Yes,2,0,18-64 years,Male,Not currently employed,Graduate/post-graduate degree,"No, does not have a license or permit",53033001200.0
241,1710194701,1 vehicle,"$50,000-$74,999",No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033032313.0
242,1710194901,2 vehicles,"$100,000 or more",Yes,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033007100.0
243,1710194902,2 vehicles,"$100,000 or more",Yes,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033005302.0
244,1710195301,1 vehicle,"$100,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033009300.0
245,1710195302,1 vehicle,"$100,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033004100.0
246,1710195601,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033001300.0
247,1710195602,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033001300.0
248,1710198501,1 vehicle,"$50,000-$74,999",No,2,0,18-64 years,Female,Not currently employed,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033007401.0
249,1710198502,1 vehicle,"$50,000-$74,999",No,2,0,18-64 years,Male,Self-employed,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033007401.0
250,1710198801,2 vehicles,"$100,000 or more",No,2,1,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Associates degree,"Yes, has an intermediate or unrestricted license",53033022605.0
